subID,trial,cue,coherence,threshold,memoryThinning,congruent,freeChoice,RT,forcedChoice,noise1Frames_obs,signal1Frames_obs,noise2Frames_obs,signal2Frames_obs,noise1Frames,signal1_onset,signal1Frames,noise2_onset,noise2Frames,signal2_onset,signal2Frames,nFrames,startPoint_signal1,startPoint_signal2,accumulatorDifference,differenceFromVis
4,1,0.5,0.61,3,4,neutral,0.0,0.8166666666666667,0,49,,,,72,0.0,49,0.0,56,0.0,79,256,-10.5378337943043,-6.35625658037198,3.99710305413228,3.99710305413228
4,2,0.5,0.61,3,4,neutral,0.0,1.25,0,51,23.0,,,51,23.0,53,0.0,49,0.0,103,256,-0.863014458991021,3.61461013387908,3.58479794165356,0.86301445899102
4,3,0.5,0.61,3,4,neutral,1.0,0.75,1,45,,,,49,0.0,35,0.0,56,0.0,116,256,5.15039460932266,15.9486036128692,3.96307056753521,3.96307056753521
4,4,0.5,0.61,3,4,neutral,0.0,0.21666666666666667,0,13,,,,51,0.0,47,0.0,58,0.0,100,256,-6.0899391281799,-8.07927277441865,3.74414276129112,3.74414276129112
4,5,0.5,0.61,3,4,neutral,0.0,0.9833333333333333,0,57,1.0,,,57,1.0,32,0.0,51,0.0,116,256,-2.32582781760355,5.51538939137231,0.792571299124652,2.32582781760355
4,6,0.5,0.61,3,4,neutral,1.0,0.08333333333333333,1,5,,,,56,0.0,40,0.0,56,0.0,104,256,9.46377855439668,30.9841216245988,3.35040785300404,3.35040785300404
4,7,0.5,0.61,3,4,neutral,1.0,0.21666666666666667,1,13,,,,61,0.0,40,0.0,48,0.0,107,256,0.103963291248963,4.9968463529859,4.84921031495475,4.84921031495475
4,8,0.5,0.61,3,4,neutral,1.0,0.35,1,21,,,,48,0.0,33,0.0,55,0.0,120,256,7.69086903774155,19.5291860559935,3.30632500022633,3.30632500022633
4,9,0.5,0.61,3,4,neutral,1.0,0.08333333333333333,1,5,,,,47,0.0,45,0.0,47,0.0,117,256,7.73676573477061,8.901578945321,3.78967709972764,3.78967709972764
4,10,0.5,0.61,3,4,neutral,0.0,0.6166666666666667,0,37,,,,51,0.0,34,0.0,48,0.0,123,256,-3.65928078608561,-1.32437371874541,3.64166101652747,3.64166101652747
4,11,0.5,0.61,3,4,neutral,0.0,0.48333333333333334,0,29,,,,48,0.0,33,0.0,63,0.0,112,256,-3.35115602695092,-3.0172045946058,3.18650523508418,3.18650523508418
4,12,0.5,0.61,3,4,neutral,0.0,0.2833333333333333,0,17,,,,61,0.0,41,0.0,47,0.0,107,256,-10.1091767271434,4.92670520596143,5.61399980253808,5.61399980253808
4,13,0.5,0.61,3,4,neutral,1.0,0.21666666666666667,1,13,,,,52,0.0,47,0.0,46,0.0,111,256,-0.81156365057988,-4.47145233623594,3.59765203872285,3.59765203872285
4,14,0.5,0.61,3,4,neutral,1.0,0.9833333333333333,1,52,6.0,,,52,6.0,47,0.0,49,0.0,108,256,1.88734990074323,4.17766678401105,1.44877805546869,1.88734990074323
4,15,0.5,0.61,3,4,neutral,1.0,0.08333333333333333,1,5,,,,48,0.0,38,0.0,59,0.0,111,256,11.6299145081457,21.4984617030867,3.10619479123311,3.10619479123311
4,16,0.5,0.61,3,4,neutral,0.0,0.2833333333333333,0,17,,,,82,0.0,44,0.0,47,0.0,83,256,-1.3429348484482,15.1985251496323,5.01536181335479,5.01536181335479
4,17,0.5,0.61,3,4,neutral,0.0,0.21666666666666667,0,13,,,,46,0.0,41,0.0,47,0.0,122,256,-1.10053120592294,-1.48624418440934,3.63832771057392,3.63832771057392
4,18,0.5,0.61,3,4,neutral,0.0,0.08333333333333333,0,5,,,,51,0.0,36,0.0,46,0.0,123,256,-3.68112578210771,1.86292201165963,3.76929724241935,3.76929724241935
4,19,0.5,0.61,3,4,neutral,0.0,0.75,0,45,,,,66,0.0,42,0.0,59,0.0,89,256,-2.75019163911566,2.89155829487167,4.8059375009446,4.8059375009446
4,20,0.5,0.61,3,4,neutral,1.0,0.55,1,33,,,,46,0.0,34,0.0,53,0.0,123,256,6.46974982342268,20.1534494671367,3.93601571370719,3.93601571370719
4,21,0.5,0.61,3,4,neutral,0.0,0.016666666666666666,0,1,,,,48,0.0,69,0.0,63,0.0,76,256,-3.60887234704345,8.93805560468588,3.22524951341225,3.22524951341225
4,22,0.5,0.61,3,4,neutral,0.0,0.35,0,21,,,,74,0.0,41,0.0,48,0.0,93,256,-13.3712088993514,-15.4669145233175,4.51325200775015,4.51325200775015
4,23,0.5,0.61,3,4,neutral,1.0,0.8166666666666667,1,48,0.0,,,48,0.0,67,0.0,50,0.0,91,256,2.01781137665667,15.7082321968903,1.13272783802039,2.01781137665667
4,24,0.5,0.61,3,4,neutral,0.0,0.55,0,33,,,,46,0.0,44,0.0,46,0.0,120,256,0.126910599561828,10.2837291593033,3.0291587859197,3.0291587859197
4,25,0.5,0.61,3,4,neutral,1.0,0.21666666666666667,1,13,,,,89,0.0,49,0.0,51,0.0,67,256,5.54496092733787,2.77007451578956,4.0208503309056,4.0208503309056
4,26,0.5,0.61,3,4,neutral,1.0,0.21666666666666667,1,13,,,,55,0.0,32,0.0,54,0.0,115,256,7.84748653500749,11.7180262392558,3.31049290946779,3.31049290946779
4,27,0.5,0.61,3,4,neutral,1.0,0.08333333333333333,1,5,,,,63,0.0,35,0.0,46,0.0,112,256,2.28326528305577,16.2447408444313,3.59109818189976,3.59109818189976
4,28,0.5,0.61,3,4,neutral,1.0,0.21666666666666667,1,13,,,,47,0.0,41,0.0,56,0.0,112,256,0.691512706845864,14.335027857115,5.05368203289985,5.05368203289985
4,29,0.5,0.61,3,4,neutral,1.0,0.2833333333333333,1,17,,,,50,0.0,53,0.0,46,0.0,107,256,2.55300423980472,10.1176161092168,3.1553816796995,3.1553816796995
4,30,0.5,0.61,3,4,neutral,0.0,0.6166666666666667,0,37,,,,50,0.0,32,0.0,49,0.0,125,256,-3.62516745154244,19.2304618360703,3.78738802172253,3.78738802172253
4,31,0.5,0.61,3,4,neutral,1.0,0.08333333333333333,1,5,,,,55,0.0,32,0.0,54,0.0,115,256,3.41893930881602,13.1592549576473,3.03167246771081,3.03167246771081
4,32,0.5,0.61,3,4,neutral,0.0,0.15,0,9,,,,51,0.0,49,0.0,49,0.0,107,256,-6.89067921382943,-8.72338695402604,4.33168093108102,4.33168093108102
4,33,0.5,0.61,3,4,neutral,1.0,0.21666666666666667,1,13,,,,51,0.0,42,0.0,59,0.0,104,256,7.26702093421309,7.68586112098736,3.67879200203522,3.67879200203522
4,34,0.5,0.61,3,4,neutral,1.0,0.75,1,45,,,,64,0.0,32,0.0,58,0.0,102,256,7.55587802983587,13.3530049765114,3.74018928351504,3.74018928351504
4,35,0.5,0.61,3,4,neutral,0.0,0.4166666666666667,0,25,,,,46,0.0,38,0.0,47,0.0,125,256,0.849678355196797,7.68436991577239,3.47205248830001,3.47205248830001
4,36,0.5,0.61,3,4,neutral,0.0,0.08333333333333333,0,5,,,,48,0.0,38,0.0,47,0.0,123,256,1.24333905236584,7.52723373203684,4.87435774615216,4.87435774615216
4,37,0.5,0.61,3,4,neutral,1.0,0.4166666666666667,1,25,,,,56,0.0,33,0.0,56,0.0,111,256,4.08348487468872,17.3361769041625,3.24380886473886,3.24380886473886
4,38,0.5,0.61,3,4,neutral,0.0,0.6833333333333333,0,41,,,,54,0.0,42,0.0,63,0.0,97,256,-2.3645645600215,0.942208851303184,3.2374188247305,3.2374188247305
4,39,0.5,0.61,3,4,neutral,1.0,0.15,1,9,,,,53,0.0,36,0.0,70,0.0,97,256,6.62355593913807,11.5405342099153,3.11600340985686,3.11600340985686
4,40,0.5,0.61,3,4,neutral,0.0,0.9833333333333333,0,47,11.0,,,47,11.0,35,0.0,48,0.0,126,256,0.248191564807784,2.86589850471542,3.36655558339339,0.248191564807784
4,41,0.5,0.61,3,4,neutral,0.0,0.48333333333333334,0,29,,,,46,0.0,38,0.0,60,0.0,112,256,-2.72995041313367,0.360811079501679,3.39875502364727,3.39875502364727
4,42,0.5,0.61,3,4,neutral,0.0,0.21666666666666667,0,13,,,,57,0.0,32,0.0,52,0.0,115,256,-6.72566886442817,-2.7735305720009,3.24596619915081,3.24596619915081
4,43,0.5,0.61,3,4,neutral,1.0,0.21666666666666667,1,13,,,,53,0.0,48,0.0,56,0.0,99,256,-4.20687092353144,8.76404525188298,4.58520558867333,4.58520558867333
4,44,0.5,0.61,3,4,neutral,0.0,0.6833333333333333,0,41,,,,50,0.0,48,0.0,49,0.0,109,256,-3.4336890384341,9.13727404988055,3.21218323384337,3.21218323384337
4,45,0.5,0.61,3,4,neutral,0.0,0.15,0,9,,,,54,0.0,40,0.0,58,0.0,104,256,-2.88369780661467,4.93358101075106,3.43320427930329,3.43320427930329
4,46,0.5,0.61,3,4,neutral,1.0,0.08333333333333333,1,5,,,,58,0.0,32,0.0,46,0.0,120,256,8.52518784950309,11.7224163831863,3.96024411212787,3.96024411212787
4,47,0.5,0.61,3,4,neutral,0.0,0.08333333333333333,0,5,,,,52,0.0,63,0.0,50,0.0,91,256,-13.0032506510515,-3.31786644893673,4.78165363057526,4.78165363057526
4,48,0.5,0.61,3,4,neutral,0.0,0.08333333333333333,0,5,,,,52,0.0,38,0.0,47,0.0,119,256,-5.40896409847037,-2.24799952561818,3.01940997012129,3.01940997012129
4,49,0.5,0.61,3,4,neutral,1.0,0.48333333333333334,1,29,,,,51,0.0,49,0.0,55,0.0,101,256,0.708293929715545,5.47972178725427,3.47981373082776,3.47981373082776
4,50,0.5,0.61,3,4,neutral,1.0,0.15,1,9,,,,46,0.0,31,0.0,52,0.0,127,256,8.03975207109647,14.801877127208,4.51822539130645,4.51822539130645
4,51,0.5,0.61,3,4,neutral,0.0,0.15,0,9,,,,54,0.0,34,0.0,90,0.0,78,256,-5.25829490090899,-5.03919041873097,5.06715422587441,5.06715422587441
4,52,0.5,0.61,3,4,neutral,1.0,0.35,1,21,,,,51,0.0,35,0.0,63,0.0,107,256,9.24870760295241,14.2235711275425,3.68349747848271,3.68349747848271
4,53,0.5,0.61,3,4,neutral,1.0,0.15,1,9,,,,50,0.0,36,0.0,50,0.0,120,256,9.78740370538874,20.7199867742206,4.07356540927027,4.07356540927027
4,54,0.5,0.61,3,4,neutral,1.0,0.4166666666666667,1,25,,,,49,0.0,52,0.0,48,0.0,107,256,2.49229766671677,11.5634801976574,4.67970099968431,4.67970099968431
4,55,0.5,0.61,3,4,neutral,1.0,0.15,1,9,,,,53,0.0,36,0.0,49,0.0,118,256,8.98644827218518,14.1928373498608,4.7631004222208,4.7631004222208
4,56,0.5,0.61,3,4,neutral,0.0,0.35,0,21,,,,73,0.0,55,0.0,48,0.0,80,256,-2.60282799743258,0.101160219570691,4.19509132376753,4.19509132376753
4,57,0.5,0.61,3,4,neutral,0.0,0.08333333333333333,0,5,,,,49,0.0,33,0.0,69,0.0,105,256,-4.75875695609617,-0.60769591381657,3.90189867046242,3.90189867046242
4,58,0.5,0.61,3,4,neutral,1.0,0.016666666666666666,1,1,,,,53,0.0,44,0.0,48,0.0,111,256,2.23667050258103,5.73238939327959,3.07842888284648,3.07842888284648
4,59,0.5,0.61,3,4,neutral,0.0,0.016666666666666666,0,1,,,,55,0.0,35,0.0,47,0.0,119,256,-12.4721449606146,-8.4479328155131,3.42166746965822,3.42166746965822
4,60,0.5,0.61,3,4,neutral,1.0,0.08333333333333333,1,5,,,,48,0.0,40,0.0,58,0.0,110,256,0.375287045377527,10.5728869693987,4.05750016705717,4.05750016705717
4,61,0.5,0.61,3,4,neutral,0.0,0.4166666666666667,0,25,,,,47,0.0,38,0.0,47,0.0,124,256,-4.21630742861069,1.89978288242675,3.27327119646084,3.27327119646084
4,62,0.5,0.61,3,4,neutral,1.0,0.4166666666666667,1,25,,,,52,0.0,32,0.0,53,0.0,119,256,6.88834709560173,12.2486450043291,3.73870535043817,3.73870535043817
4,63,0.5,0.61,3,4,neutral,0.0,0.21666666666666667,0,13,,,,57,0.0,33,0.0,52,0.0,114,256,-4.09918071521857,-9.00757748615247,4.21611074499313,4.21611074499313
4,64,0.5,0.61,3,4,neutral,0.0,0.75,0,45,,,,47,0.0,36,0.0,46,0.0,127,256,-3.51408380091379,5.75045855651627,3.51408380091379,3.51408380091379
4,65,0.5,0.61,3,4,neutral,0.0,0.48333333333333334,0,29,,,,51,0.0,34,0.0,73,0.0,98,256,-7.53721313838108,-6.25315090601772,3.73755943840393,3.73755943840393
4,66,0.5,0.61,3,4,neutral,0.0,0.35,0,21,,,,52,0.0,38,0.0,47,0.0,119,256,-0.107303934997158,4.09010478247996,3.06766803303876,3.06766803303876
4,67,0.5,0.61,3,4,neutral,0.0,0.2833333333333333,0,17,,,,52,0.0,31,0.0,55,0.0,118,256,-4.80843792706,5.03263604923409,4.4311090303428,4.4311090303428
