subID,trial,cue,coherence,threshold,memoryThinning,congruent,freeChoice,RT,forcedChoice,noise1Frames_obs,signal1Frames_obs,noise2Frames_obs,signal2Frames_obs,noise1Frames,signal1_onset,signal1Frames,noise2_onset,noise2Frames,signal2_onset,signal2Frames,nFrames,startPoint_signal1,startPoint_signal2,accumulatorDifference,differenceFromVis
4,1,0.5,0.61,3,4,neutral,0.0,0.4166666666666667,0,25,,,,47,0.8,59,1.7833333333333334,51,2.6333333333333333,99,256,-1.51403501524935,-9.35202319915664,3.45318385996087,3.45318385996087
4,2,0.5,0.61,3,4,neutral,0.0,0.35,0,21,,,,57,0.9666666666666667,36,1.5666666666666667,61,2.5833333333333335,102,256,-0.558631878294352,-3.16442328719122,3.42226768706425,3.42226768706425
4,3,0.5,0.61,3,4,neutral,1.0,0.8166666666666667,1,46,2.0,,,46,0.7833333333333333,38,1.4166666666666667,54,2.316666666666667,118,256,1.62009482924175,-5.35055716714233,2.682663534771,2.90996414878546
4,4,0.5,0.61,3,4,neutral,0.0,0.75,0,45,,,,56,0.95,41,1.6333333333333333,61,2.65,98,256,-5.11718443721663,-5.22601301862997,4.02798446811474,4.02798446811474
4,5,0.5,0.61,3,4,neutral,1.0,2.4166666666666665,1,54,34.0,47.0,9.0,54,0.9166666666666666,34,1.4833333333333334,47,2.2666666666666666,121,256,-1.2840312961751,0.138338840309651,4.2760217996778,3.87429545146358
4,6,0.5,0.61,3,4,neutral,0.0,0.48333333333333334,0,29,,,,68,1.15,39,1.8,82,3.1666666666666665,67,256,-0.30423662784899,4.08408947867274,3.53506185270594,3.53506185270594
4,7,0.5,0.61,3,4,neutral,1.0,1.3166666666666667,1,48,30.0,,,48,0.8166666666666667,41,1.5,48,2.3,119,256,-1.64381495382802,7.92200699385168,4.12655586054327,0.558498455802609
4,8,0.5,0.61,3,4,neutral,1.0,1.25,1,47,27.0,,,47,0.8,35,1.3833333333333333,57,2.3333333333333335,117,256,-0.928083936955098,3.89501387262713,2.16295903278351,1.02073626135984
4,9,0.5,0.61,3,4,neutral,1.0,0.9166666666666666,1,53,1.0,,,53,0.9,32,1.4333333333333333,46,2.2,125,256,2.82879965937921,7.51159141406482,2.58389934222488,2.82879965937921
4,10,0.5,0.61,3,4,neutral,0.0,0.6166666666666667,0,37,,,,50,0.85,34,1.4166666666666667,55,2.3333333333333335,117,256,-3.29828324055615,-3.23030820302526,3.06748573354552,3.06748573354552
