subID,trial,cue,coherence,threshold,memoryThinning,congruent,freeChoice,RT,forcedChoice,noise1Frames_obs,signal1Frames_obs,noise2Frames_obs,signal2Frames_obs,noise1Frames,signal1_onset,signal1Frames,noise2_onset,noise2Frames,signal2_onset,signal2Frames,nFrames,startPoint_signal1,startPoint_signal2,accumulatorDifference,differenceFromVis
3,1,0.5,0.61,3,4,neutral,0.0,0.6166666666666667,0,37,,,,67,1.1333333333333333,31,1.65,47,2.433333333333333,111,256,0.0197590856343415,4.42990131110757,3.18032475197698,3.18032475197698
3,2,0.5,0.61,3,4,neutral,1.0,0.55,1,33,,,,77,1.3,33,1.85,48,2.65,98,256,2.62885916994176,-0.5011971614201,3.39755138285971,3.39755138285971
3,3,0.5,0.61,3,4,neutral,0.0,1.75,0,60,31.0,13.0,,60,1.0166666666666666,31,1.5333333333333334,46,2.3,119,256,-2.05851648009037,-3.04417566846858,7.12030967513984,5.39105301654981
3,4,0.5,0.61,3,4,neutral,1.0,1.4833333333333334,1,51,31.0,6.0,,51,0.8666666666666667,31,1.3833333333333333,54,2.283333333333333,120,256,-0.514451227305932,0.363803646682922,3.93237867732654,0.406820968022542
3,5,0.5,0.61,3,4,neutral,0.0,0.9166666666666666,0,51,3.0,,,51,0.8666666666666667,32,1.4,55,2.316666666666667,118,256,-2.01221248380235,2.82532233168006,1.83672786543135,2.49300995520487
3,6,0.5,0.61,3,4,neutral,1.0,0.21666666666666667,1,13,,,,51,0.8666666666666667,32,1.4,47,2.183333333333333,126,256,5.57797136655364,13.6960227149113,3.3781978437778,3.3781978437778
3,7,0.5,0.61,3,4,neutral,1.0,0.35,1,21,,,,52,0.8833333333333333,36,1.4833333333333334,58,2.45,110,256,4.6238537501423,5.66524102673525,3.17728833704391,3.17728833704391
3,8,0.5,0.61,3,4,neutral,1.0,0.95,1,46,10.0,,,46,0.7833333333333333,46,1.55,46,2.316666666666667,118,256,2.68786619427837,10.0606794456849,4.44545181144918,3.80986277574057
3,9,0.5,0.61,3,4,neutral,1.0,0.48333333333333334,1,29,,,,46,0.7833333333333333,36,1.3833333333333333,48,2.183333333333333,126,256,4.50136907426719,6.58862534246701,3.40471630910336,3.40471630910336
3,10,0.5,0.61,3,4,neutral,1.0,0.55,1,33,,,,48,0.8166666666666667,34,1.3833333333333333,53,2.2666666666666666,121,256,2.08999998964259,7.92810649674063,3.05472271753496,3.05472271753496
3,11,0.5,0.61,3,4,neutral,0.0,0.48333333333333334,0,29,,,,46,0.7833333333333333,45,1.5333333333333334,50,2.3666666666666667,115,256,-1.70453363978593,5.42772160339812,3.08663099775451,3.08663099775451
3,12,0.5,0.61,3,4,neutral,1.0,0.6166666666666667,1,37,,,,54,0.9166666666666666,32,1.45,73,2.6666666666666665,97,256,0.0523144708355308,9.88063918522239,3.0856850202296,3.0856850202296
3,13,0.5,0.61,3,4,neutral,0.0,0.6166666666666667,0,37,,,,59,1.0,36,1.6,56,2.533333333333333,105,256,-4.10860926750233,-5.23003010863791,3.88441739328129,3.88441739328129
3,14,0.5,0.61,3,4,neutral,1.0,3.0166666666666666,1,80,57.0,43.0,,80,1.35,57,2.3,53,3.183333333333333,66,256,-0.994769162109827,3.23289099379977,2.11694489792439,2.60971928546727
3,15,0.5,0.61,3,4,neutral,0.0,0.95,0,57,,,,69,1.1666666666666667,32,1.7,59,2.683333333333333,96,256,-1.08316079257059,4.42448450492612,3.24526653255101,3.24526653255101
3,16,0.5,0.61,3,4,neutral,0.0,0.48333333333333334,0,29,,,,54,0.9166666666666666,37,1.5333333333333334,54,2.433333333333333,111,256,-1.47076456934404,4.5765920331024,3.17353533999005,3.17353533999005
3,17,0.5,0.61,3,4,neutral,1.0,1.0833333333333333,1,53,11.0,,,53,0.9,32,1.4333333333333333,65,2.5166666666666666,106,256,1.13894731918307,14.2992326767868,2.63107715121547,1.05225490691793
3,18,0.5,0.61,3,4,neutral,1.0,0.48333333333333334,1,29,,,,62,1.05,45,1.8,60,2.8,89,256,2.43378574167074,-3.01783286298105,3.08141190860125,3.08141190860125
3,19,0.5,0.61,3,4,neutral,0.0,1.3166666666666667,0,70,8.0,,,70,1.1833333333333333,34,1.75,51,2.6,101,256,-0.888312156976421,0.439211451380432,2.85121448155772,2.93783666847746
3,20,0.5,0.61,3,4,neutral,0.0,0.2833333333333333,0,17,,,,58,0.9833333333333333,35,1.5666666666666667,46,2.3333333333333335,117,256,-6.56936060290543,-2.2628061582973,3.72174132914891,3.72174132914891
3,21,0.5,0.61,3,4,neutral,1.0,1.2833333333333334,1,54,22.0,,,54,0.9166666666666666,32,1.45,48,2.25,122,256,1.09491041559635,3.35292997423722,0.835018749052242,2.27677908440225
3,22,0.5,0.61,3,4,neutral,1.0,0.8833333333333333,1,53,,,,62,1.05,40,1.7166666666666666,46,2.4833333333333334,108,256,2.65576272260907,0.850628341490964,3.45700751025523,3.45700751025523
3,23,0.5,0.61,3,4,neutral,1.0,0.9833333333333333,1,46,12.0,,,46,0.7833333333333333,32,1.3166666666666667,65,2.4,113,256,1.08691013897734,-1.66364582698545,2.23325767075801,0.52963512868514
3,24,0.5,0.61,3,4,neutral,0.0,1.4833333333333334,0,59,29.0,,,59,1.0,33,1.55,52,2.4166666666666665,112,256,0.518213707025809,-1.99330863321521,0.156743991971485,1.64161051406703
3,25,0.5,0.61,3,4,neutral,1.0,0.55,1,33,,,,47,0.8,31,1.3166666666666667,48,2.1166666666666667,130,256,4.08441179666478,9.06967947777682,3.02860243224806,3.02860243224806
3,26,0.5,0.61,3,4,neutral,1.0,0.8833333333333333,1,51,1.0,,,51,0.8666666666666667,35,1.45,46,2.216666666666667,124,256,2.5690996734067,1.344209582752,1.55650908782317,2.48648453207738
3,27,0.5,0.61,3,4,neutral,1.0,1.2166666666666666,1,48,24.0,,,48,0.8166666666666667,41,1.5,47,2.283333333333333,120,256,0.984553120877395,3.78511423705778,0.994398805934107,1.19197090581575
3,28,0.5,0.61,3,4,neutral,1.0,0.8166666666666667,1,49,,,,54,0.9166666666666666,49,1.7333333333333334,53,2.6166666666666667,100,256,4.87561503860686,12.3711523260401,3.2894472851599,3.2894472851599
3,29,0.5,0.61,3,4,neutral,0.0,0.15,0,9,,,,51,0.8666666666666667,37,1.4833333333333334,55,2.4,113,256,-0.175023997647578,1.56979546034147,3.35192736720223,3.35192736720223
3,30,0.5,0.61,3,4,neutral,0.0,0.48333333333333334,0,29,,,,50,0.85,52,1.7166666666666666,53,2.6,101,256,1.22518386396054,9.76696083339831,3.12275837782545,3.12275837782545
3,31,0.5,0.61,3,4,neutral,0.0,0.48333333333333334,0,29,,,,52,0.8833333333333333,33,1.4333333333333333,59,2.4166666666666665,112,256,-3.90012304236261,-6.30323833315752,3.14527119111571,3.14527119111571
3,32,0.5,0.61,3,4,neutral,1.0,0.8166666666666667,1,47,1.0,,,47,0.8,36,1.4,55,2.316666666666667,118,256,2.73024376082131,4.41460510295019,3.02243364014368,4.10051631349183
3,33,0.5,0.61,3,4,neutral,1.0,0.35,1,21,,,,50,0.85,41,1.5333333333333334,54,2.433333333333333,111,256,7.80083614372576,15.2484467496566,3.83701473956591,3.83701473956591
3,34,0.5,0.61,3,4,neutral,1.0,1.0166666666666666,1,51,9.0,,,51,0.8666666666666667,58,1.8333333333333333,51,2.683333333333333,96,256,1.13192334201046,0.9760259065842,1.22124757486077,2.50940233122225
3,35,0.5,0.61,3,4,neutral,1.0,0.48333333333333334,1,29,,,,55,0.9333333333333333,36,1.5333333333333334,48,2.3333333333333335,117,256,4.87840548975833,6.21978879116104,3.76931581221594,3.76931581221594
3,36,0.5,0.61,3,4,neutral,0.0,0.85,0,50,0.0,,,50,0.85,32,1.3833333333333333,50,2.216666666666667,124,256,-2.25943627854483,-9.42387189118108,1.33635747979712,2.25943627854483
3,37,0.5,0.61,3,4,neutral,0.0,0.55,0,33,,,,66,1.1166666666666667,47,1.9,47,2.683333333333333,96,256,-5.77864092285684,-2.4902623408009,3.74912733724342,3.74912733724342
3,38,0.5,0.61,3,4,neutral,1.0,1.6833333333333333,1,52,35.0,13.0,,52,0.8833333333333333,35,1.4666666666666666,47,2.25,122,256,-0.0978963630829341,3.95709834922227,0.74066478803828,1.62743145493586
3,39,0.5,0.61,3,4,neutral,0.0,0.75,0,45,,,,55,0.9333333333333333,36,1.5333333333333334,46,2.3,119,256,-0.869634145461752,-3.48661521238549,3.05354950177165,3.05354950177165
3,40,0.5,0.61,3,4,neutral,1.0,2.4166666666666665,1,55,36.0,47.0,6.0,55,0.9333333333333333,36,1.5333333333333334,47,2.316666666666667,118,256,-0.787870277377009,-0.0712467449093505,7.34407489061185,1.69749338595469
3,41,0.5,0.61,3,4,neutral,0.0,1.15,0,47,21.0,,,47,0.8,40,1.4666666666666666,56,2.4,113,256,-1.41562767919701,-0.488593467021559,6.79587231071743,4.93317919394149
3,42,0.5,0.61,3,4,neutral,0.0,0.6166666666666667,0,37,,,,68,1.15,60,2.15,64,3.216666666666667,64,256,-5.12068732972085,-7.34492321702561,3.65041795897234,3.65041795897234
3,43,0.5,0.61,3,4,neutral,1.0,0.8166666666666667,1,49,,,,61,1.0333333333333334,32,1.5666666666666667,70,2.7333333333333334,93,256,2.69305315527602,0.933870318681557,3.69871971432064,3.69871971432064
3,44,0.5,0.61,3,4,neutral,1.0,0.8166666666666667,1,49,,,,50,0.85,53,1.7333333333333334,59,2.716666666666667,94,256,3.53642486250529,9.52278001990476,3.53642486250529,3.53642486250529
3,45,0.5,0.61,3,4,neutral,1.0,0.4166666666666667,1,25,,,,46,0.7833333333333333,45,1.5333333333333334,47,2.316666666666667,118,256,1.92564521230558,4.2292039143543,3.02821151602573,3.02821151602573
3,46,0.5,0.61,3,4,neutral,1.0,1.2833333333333334,1,51,25.0,,,51,0.8666666666666667,31,1.3833333333333333,59,2.3666666666666667,115,256,1.23260081241958,3.98826896176206,5.98635270411785,4.94648326536068
3,47,0.5,0.61,3,4,neutral,1.0,2.5833333333333335,1,47,46.0,51.0,10.0,47,0.8,46,1.5666666666666667,51,2.4166666666666665,112,256,-2.51602746655488,1.37020403858688,5.26874150955535,0.786722874967684
3,48,0.5,0.61,3,4,neutral,0.0,0.6166666666666667,0,37,,,,46,0.7833333333333333,33,1.3333333333333333,50,2.1666666666666665,127,256,-2.82012564275056,4.29774917320598,3.60073080192277,3.60073080192277
3,49,0.5,0.61,3,4,neutral,0.0,0.6166666666666667,0,37,,,,54,0.9166666666666666,31,1.4333333333333333,59,2.4166666666666665,112,256,-2.27075604546365,1.2471336653074,3.06303139600543,3.06303139600543
3,50,0.5,0.61,3,4,neutral,0.0,2.25,0,47,31.0,51.0,5.0,47,0.8,31,1.3166666666666667,51,2.1666666666666665,127,256,-0.0257709126791905,-0.772751107357327,3.16075458712439,3.17512926884382
3,51,0.5,0.61,3,4,neutral,1.0,1.6833333333333333,1,59,41.0,,,59,1.0,54,1.9,49,2.716666666666667,94,256,0.54421458101805,3.58475478399048,1.76445377021867,1.44871149567987
3,52,0.5,0.61,3,4,neutral,0.0,1.2166666666666666,0,47,25.0,,,47,0.8,43,1.5166666666666666,67,2.6333333333333333,99,256,-1.17722334322326,-4.44134251059801,1.83056582682128,1.04738790871096
3,53,0.5,0.61,3,4,neutral,0.0,0.2833333333333333,0,17,,,,53,0.9,35,1.4833333333333334,61,2.5,107,256,-4.43419846102969,-3.17119713915955,3.16313427997254,3.16313427997254
3,54,0.5,0.61,3,4,neutral,0.0,0.48333333333333334,0,29,,,,57,0.9666666666666667,35,1.55,50,2.3833333333333333,114,256,-5.95005378485171,1.30271035270364,3.70107236148153,3.70107236148153
3,55,0.5,0.61,3,4,neutral,0.0,0.8833333333333333,0,53,,,,58,0.9833333333333333,53,1.8666666666666667,62,2.9,83,256,-5.60302405480475,-2.68723078797633,4.20103303485968,4.20103303485968
3,56,0.5,0.61,3,4,neutral,1.0,0.48333333333333334,1,29,,,,48,0.8166666666666667,46,1.5833333333333333,48,2.3833333333333333,114,256,4.34536700251583,14.8031218066463,3.59164779327316,3.59164779327316
3,57,0.5,0.61,3,4,neutral,1.0,0.4166666666666667,1,25,,,,49,0.8333333333333334,49,1.65,51,2.5,107,256,4.18639910311142,2.26014707467252,3.16314274930166,3.16314274930166
3,58,0.5,0.61,3,4,neutral,0.0,1.0833333333333333,0,60,4.0,,,60,1.0166666666666666,33,1.5666666666666667,59,2.55,104,256,-1.59624533318898,-1.84092411109407,0.93854268452589,2.02518782022798
3,59,0.5,0.61,3,4,neutral,0.0,0.15,0,9,,,,48,0.8166666666666667,54,1.7166666666666666,58,2.683333333333333,96,256,0.595248728859485,3.96151790019475,3.02289189099776,3.02289189099776
3,60,0.5,0.61,3,4,neutral,0.0,1.2833333333333334,0,48,28.0,,,48,0.8166666666666667,36,1.4166666666666667,47,2.2,125,256,-1.67894560219629,-4.82335478404793,2.66241246534947,0.452883007723093
3,61,0.5,0.61,3,4,neutral,0.0,0.2833333333333333,0,17,,,,48,0.8166666666666667,51,1.6666666666666667,52,2.533333333333333,105,256,-2.13904709107148,-2.80986818284361,3.00818063807276,3.00818063807276
3,62,0.5,0.61,3,4,neutral,1.0,0.8166666666666667,1,47,1.0,,,47,0.8,46,1.5666666666666667,70,2.7333333333333334,93,256,2.3159271615688,6.82308305485354,2.85529240339417,3.17161045223149
3,63,0.5,0.61,3,4,neutral,0.0,0.48333333333333334,0,29,,,,82,1.3833333333333333,35,1.9666666666666666,51,2.816666666666667,88,256,0.152943672858068,4.59842717725655,3.22667016782995,3.22667016782995
3,64,0.5,0.61,3,4,neutral,0.0,0.21666666666666667,0,13,,,,53,0.9,34,1.4666666666666666,53,2.35,116,256,-4.95864987100117,-9.54694081582485,3.01783575166333,3.01783575166333
3,65,0.5,0.61,3,4,neutral,1.0,0.6166666666666667,1,37,,,,54,0.9166666666666666,34,1.4833333333333334,54,2.3833333333333333,114,256,1.35642033160453,0.0545901480117663,3.12768363963366,3.12768363963366
3,66,0.5,0.61,3,4,neutral,1.0,1.0166666666666666,1,47,13.0,,,47,0.8,45,1.55,50,2.3833333333333333,114,256,-0.33424564311211,2.93970232162769,0.285459437139122,1.41870392351822
3,67,0.5,0.61,3,4,neutral,0.0,0.15,0,9,,,,52,0.8833333333333333,60,1.8833333333333333,53,2.7666666666666666,91,256,-0.262746676975004,-6.57045756550131,3.29812955074294,3.29812955074294
3,68,0.5,0.61,3,4,neutral,1.0,0.95,1,54,2.0,,,54,0.9166666666666666,36,1.5166666666666666,49,2.3333333333333335,117,256,2.05096348372665,1.35703390153264,0.500285850900038,2.50094091823187
